cr_publisher,country_code,publication_year,journal_business_model,n_articles,n_oa_articles,n_ta_articles
Public Library of Science (PLoS),IT,2021,Full OA,376,376,0
Public Library of Science (PLoS),GH,2021,Full OA,124,124,0
Public Library of Science (PLoS),SI,2021,Full OA,32,32,0
Public Library of Science (PLoS),NP,2021,Full OA,53,53,0
Public Library of Science (PLoS),DZ,2021,Full OA,4,4,0
Public Library of Science (PLoS),RS,2021,Full OA,21,21,0
Public Library of Science (PLoS),PG,2021,Full OA,2,2,0
Public Library of Science (PLoS),ME,2021,Full OA,3,3,0
Public Library of Science (PLoS),NI,2021,Full OA,1,1,0
Public Library of Science (PLoS),GP,2021,Full OA,4,4,0
Public Library of Science (PLoS),LY,2021,Full OA,2,2,0
Public Library of Science (PLoS),SG,2021,Full OA,80,80,0
Public Library of Science (PLoS),HU,2021,Full OA,81,81,0
Public Library of Science (PLoS),LA,2021,Full OA,5,5,0
Public Library of Science (PLoS),RE,2021,Full OA,3,3,0
Public Library of Science (PLoS),ZM,2021,Full OA,18,18,0
Public Library of Science (PLoS),DO,2021,Full OA,1,1,0
Public Library of Science (PLoS),TW,2021,Full OA,271,271,0
Public Library of Science (PLoS),KZ,2021,Full OA,9,9,0
Public Library of Science (PLoS),MU,2021,Full OA,3,3,0
Public Library of Science (PLoS),KG,2021,Full OA,1,1,0
Public Library of Science (PLoS),KR,2021,Full OA,612,612,0
Public Library of Science (PLoS),GI,2021,Full OA,2,2,0
Public Library of Science (PLoS),LR,2021,Full OA,3,3,0
Public Library of Science (PLoS),ZA,2020,Full OA,206,206,0
Public Library of Science (PLoS),GB,2020,Full OA,1238,1238,0
Public Library of Science (PLoS),ET,2020,Full OA,318,318,0
Public Library of Science (PLoS),IN,2020,Full OA,307,307,0
Public Library of Science (PLoS),NO,2020,Full OA,175,175,0
Public Library of Science (PLoS),PK,2020,Full OA,117,117,0
Public Library of Science (PLoS),NA,2020,Full OA,487,487,0
Public Library of Science (PLoS),JP,2020,Full OA,991,991,0
Public Library of Science (PLoS),MX,2020,Full OA,131,131,0
Public Library of Science (PLoS),BR,2020,Full OA,693,693,0
Public Library of Science (PLoS),MM,2020,Full OA,11,11,0
Public Library of Science (PLoS),CL,2020,Full OA,63,63,0
Public Library of Science (PLoS),EG,2020,Full OA,67,67,0
Public Library of Science (PLoS),CD,2020,Full OA,20,20,0
Public Library of Science (PLoS),GF,2020,Full OA,8,8,0
Public Library of Science (PLoS),LU,2020,Full OA,9,9,0
Public Library of Science (PLoS),LK,2020,Full OA,24,24,0
Public Library of Science (PLoS),CR,2020,Full OA,5,5,0
Public Library of Science (PLoS),GT,2020,Full OA,7,7,0
Public Library of Science (PLoS),PA,2020,Full OA,9,9,0
Public Library of Science (PLoS),KZ,2020,Full OA,8,8,0
Public Library of Science (PLoS),CI,2020,Full OA,6,6,0
Public Library of Science (PLoS),SN,2020,Full OA,8,8,0
Public Library of Science (PLoS),NL,2020,Full OA,502,502,0
Public Library of Science (PLoS),UA,2020,Full OA,4,4,0
Public Library of Science (PLoS),DJ,2020,Full OA,1,1,0
Public Library of Science (PLoS),BN,2020,Full OA,1,1,0
Public Library of Science (PLoS),SY,2020,Full OA,1,1,0
Public Library of Science (PLoS),MR,2020,Full OA,1,1,0
Public Library of Science (PLoS),BZ,2020,Full OA,2,2,0
Public Library of Science (PLoS),TT,2020,Full OA,3,3,0
Public Library of Science (PLoS),FJ,2020,Full OA,4,4,0
Public Library of Science (PLoS),BO,2020,Full OA,1,1,0
Public Library of Science (PLoS),OM,2020,Full OA,3,3,0
Public Library of Science (PLoS),SK,2020,Full OA,8,8,0
Public Library of Science (PLoS),GL,2020,Full OA,2,2,0
Public Library of Science (PLoS),MT,2020,Full OA,5,5,0
Public Library of Science (PLoS),GQ,2020,Full OA,1,1,0
Public Library of Science (PLoS),GN,2020,Full OA,1,1,0
Public Library of Science (PLoS),TV,2020,Full OA,1,1,0
Public Library of Science (PLoS),NC,2020,Full OA,8,8,0
Public Library of Science (PLoS),NE,2020,Full OA,1,1,0
Public Library of Science (PLoS),PG,2020,Full OA,1,1,0
Public Library of Science (PLoS),ML,2020,Full OA,1,1,0
Public Library of Science (PLoS),BA,2020,Full OA,3,3,0
Public Library of Science (PLoS),CU,2020,Full OA,2,2,0
Public Library of Science (PLoS),SZ,2020,Full OA,2,2,0
Public Library of Science (PLoS),ZM,2020,Full OA,18,18,0
Public Library of Science (PLoS),GR,2020,Full OA,23,23,0
Public Library of Science (PLoS),KH,2020,Full OA,5,5,0
Public Library of Science (PLoS),SS,2020,Full OA,1,1,0
Public Library of Science (PLoS),MY,2020,Full OA,157,157,0
Public Library of Science (PLoS),MG,2020,Full OA,6,6,0
Public Library of Science (PLoS),ES,2020,Full OA,545,545,0
Public Library of Science (PLoS),IT,2020,Full OA,388,388,0
Public Library of Science (PLoS),FI,2020,Full OA,79,79,0
Public Library of Science (PLoS),DK,2020,Full OA,172,172,0
Public Library of Science (PLoS),AU,2020,Full OA,668,668,0
Public Library of Science (PLoS),AT,2020,Full OA,122,122,0
Public Library of Science (PLoS),RO,2020,Full OA,19,19,0
Public Library of Science (PLoS),LY,2020,Full OA,1,1,0
Public Library of Science (PLoS),CO,2020,Full OA,67,67,0
Public Library of Science (PLoS),LB,2020,Full OA,26,26,0
Public Library of Science (PLoS),BH,2020,Full OA,1,1,0
Public Library of Science (PLoS),MK,2020,Full OA,1,1,0
Public Library of Science (PLoS),ID,2020,Full OA,51,51,0
Public Library of Science (PLoS),CM,2020,Full OA,28,28,0
Public Library of Science (PLoS),RW,2020,Full OA,10,10,0
Public Library of Science (PLoS),SD,2020,Full OA,13,13,0
Public Library of Science (PLoS),ME,2020,Full OA,1,1,0
Public Library of Science (PLoS),MQ,2020,Full OA,2,2,0
Public Library of Science (PLoS),UG,2020,Full OA,79,79,0
Public Library of Science (PLoS),DZ,2020,Full OA,6,6,0
Public Library of Science (PLoS),MU,2020,Full OA,3,3,0
Public Library of Science (PLoS),VU,2020,Full OA,1,1,0
Public Library of Science (PLoS),GE,2020,Full OA,1,1,0
Public Library of Science (PLoS),ER,2020,Full OA,4,4,0
Public Library of Science (PLoS),YE,2020,Full OA,5,5,0
Public Library of Science (PLoS),GM,2020,Full OA,2,2,0
Public Library of Science (PLoS),AO,2020,Full OA,1,1,0
Public Library of Science (PLoS),SR,2020,Full OA,2,2,0
Public Library of Science (PLoS),BF,2020,Full OA,7,7,0
Public Library of Science (PLoS),AM,2020,Full OA,1,1,0
Public Library of Science (PLoS),BB,2020,Full OA,1,1,0
Public Library of Science (PLoS),GD,2020,Full OA,7,7,0
Public Library of Science (PLoS),HR,2020,Full OA,15,15,0
Public Library of Science (PLoS),CH,2020,Full OA,346,346,0
Public Library of Science (PLoS),FR,2020,Full OA,584,584,0
Public Library of Science (PLoS),IL,2020,Full OA,123,123,0
Public Library of Science (PLoS),NZ,2020,Full OA,66,66,0
Public Library of Science (PLoS),SG,2020,Full OA,75,75,0
Public Library of Science (PLoS),CW,2020,Full OA,1,1,0
Public Library of Science (PLoS),AL,2020,Full OA,3,3,0
Public Library of Science (PLoS),SL,2020,Full OA,4,4,0
Public Library of Science (PLoS),GP,2020,Full OA,2,2,0
Public Library of Science (PLoS),PE,2020,Full OA,24,24,0
Public Library of Science (PLoS),GA,2020,Full OA,6,6,0
Public Library of Science (PLoS),LV,2020,Full OA,4,4,0
Public Library of Science (PLoS),RE,2020,Full OA,6,6,0
Public Library of Science (PLoS),QA,2020,Full OA,27,27,0
Public Library of Science (PLoS),MN,2020,Full OA,3,3,0
Public Library of Science (PLoS),BG,2020,Full OA,5,5,0
Public Library of Science (PLoS),TR,2020,Full OA,47,47,0
Public Library of Science (PLoS),US,2020,Full OA,4713,4713,0
Public Library of Science (PLoS),AF,2020,Full OA,1,1,0
Public Library of Science (PLoS),NP,2020,Full OA,28,28,0
Public Library of Science (PLoS),XK,2020,Full OA,2,2,0
Public Library of Science (PLoS),BE,2020,Full OA,188,188,0
Public Library of Science (PLoS),DE,2020,Full OA,1101,1101,0
Public Library of Science (PLoS),IR,2020,Full OA,137,137,0
Public Library of Science (PLoS),PL,2020,Full OA,241,241,0
Public Library of Science (PLoS),PY,2020,Full OA,3,3,0
Public Library of Science (PLoS),HU,2020,Full OA,80,80,0
Public Library of Science (PLoS),PR,2020,Full OA,10,10,0
Public Library of Science (PLoS),BD,2020,Full OA,89,89,0
Public Library of Science (PLoS),PT,2020,Full OA,77,77,0
Public Library of Science (PLoS),MW,2020,Full OA,9,9,0
Public Library of Science (PLoS),CY,2020,Full OA,6,6,0
Public Library of Science (PLoS),VE,2020,Full OA,5,5,0
Public Library of Science (PLoS),LA,2020,Full OA,6,6,0
Public Library of Science (PLoS),MC,2020,Full OA,1,1,0
Public Library of Science (PLoS),UY,2020,Full OA,6,6,0
Public Library of Science (PLoS),IQ,2020,Full OA,13,13,0
Public Library of Science (PLoS),BJ,2020,Full OA,4,4,0
Public Library of Science (PLoS),CZ,2020,Full OA,80,80,0
Public Library of Science (PLoS),PH,2020,Full OA,15,15,0
Public Library of Science (PLoS),TG,2020,Full OA,1,1,0
Public Library of Science (PLoS),ZW,2020,Full OA,13,13,0
Public Library of Science (PLoS),BI,2020,Full OA,1,1,0
Public Library of Science (PLoS),JM,2020,Full OA,1,1,0
Public Library of Science (PLoS),TW,2020,Full OA,304,304,0
Public Library of Science (PLoS),IE,2020,Full OA,58,58,0
Public Library of Science (PLoS),CA,2020,Full OA,601,601,0
Public Library of Science (PLoS),KR,2020,Full OA,639,639,0
Public Library of Science (PLoS),TH,2020,Full OA,144,144,0
Public Library of Science (PLoS),GH,2020,Full OA,82,82,0
Public Library of Science (PLoS),LT,2020,Full OA,6,6,0
Public Library of Science (PLoS),JO,2020,Full OA,15,15,0
Public Library of Science (PLoS),PS,2020,Full OA,4,4,0
Public Library of Science (PLoS),AR,2020,Full OA,72,72,0
Public Library of Science (PLoS),HK,2020,Full OA,52,52,0
Public Library of Science (PLoS),EE,2020,Full OA,13,13,0
Public Library of Science (PLoS),KW,2020,Full OA,20,20,0
Public Library of Science (PLoS),MO,2020,Full OA,3,3,0
Public Library of Science (PLoS),BY,2020,Full OA,2,2,0
Public Library of Science (PLoS),EC,2020,Full OA,18,18,0
Public Library of Science (PLoS),KE,2020,Full OA,84,84,0
Public Library of Science (PLoS),TN,2020,Full OA,16,16,0
Public Library of Science (PLoS),NG,2020,Full OA,76,76,0
Public Library of Science (PLoS),AE,2020,Full OA,22,22,0
Public Library of Science (PLoS),TZ,2020,Full OA,47,47,0
Public Library of Science (PLoS),RU,2020,Full OA,90,90,0
Public Library of Science (PLoS),RS,2020,Full OA,18,18,0
Public Library of Science (PLoS),SI,2020,Full OA,29,29,0
Public Library of Science (PLoS),SA,2020,Full OA,79,79,0
Public Library of Science (PLoS),BT,2020,Full OA,4,4,0
Public Library of Science (PLoS),PF,2020,Full OA,1,1,0
Public Library of Science (PLoS),CV,2020,Full OA,2,2,0
Public Library of Science (PLoS),VN,2020,Full OA,41,41,0
Public Library of Science (PLoS),SE,2020,Full OA,278,278,0
Public Library of Science (PLoS),MZ,2020,Full OA,16,16,0
Public Library of Science (PLoS),NA,2020,Full OA,3,3,0
Public Library of Science (PLoS),IS,2020,Full OA,6,6,0
Public Library of Science (PLoS),DO,2020,Full OA,1,1,0
Public Library of Science (PLoS),CN,2020,Full OA,1831,1831,0
Public Library of Science (PLoS),MA,2020,Full OA,6,6,0
Public Library of Science (PLoS),BW,2020,Full OA,6,6,0
Public Library of Science (PLoS),GB,2019,Full OA,1156,1156,0
Public Library of Science (PLoS),KN,2019,Full OA,3,3,0
Public Library of Science (PLoS),AU,2019,Full OA,648,648,0
Public Library of Science (PLoS),NL,2019,Full OA,544,544,0
Public Library of Science (PLoS),BF,2019,Full OA,7,7,0
Public Library of Science (PLoS),PK,2019,Full OA,84,84,0
Public Library of Science (PLoS),PL,2019,Full OA,187,187,0
Public Library of Science (PLoS),IT,2019,Full OA,450,450,0
Public Library of Science (PLoS),CL,2019,Full OA,65,65,0
Public Library of Science (PLoS),NG,2019,Full OA,48,48,0
Public Library of Science (PLoS),IE,2019,Full OA,53,53,0
Public Library of Science (PLoS),UY,2019,Full OA,9,9,0
Public Library of Science (PLoS),KW,2019,Full OA,13,13,0
Public Library of Science (PLoS),SN,2019,Full OA,7,7,0
Public Library of Science (PLoS),AE,2019,Full OA,13,13,0
Public Library of Science (PLoS),GF,2019,Full OA,4,4,0
Public Library of Science (PLoS),BW,2019,Full OA,6,6,0
Public Library of Science (PLoS),TZ,2019,Full OA,50,50,0
Public Library of Science (PLoS),MZ,2019,Full OA,12,12,0
Public Library of Science (PLoS),JO,2019,Full OA,12,12,0
Public Library of Science (PLoS),CU,2019,Full OA,6,6,0
Public Library of Science (PLoS),BJ,2019,Full OA,4,4,0
Public Library of Science (PLoS),GT,2019,Full OA,1,1,0
Public Library of Science (PLoS),BT,2019,Full OA,3,3,0
Public Library of Science (PLoS),KZ,2019,Full OA,6,6,0
Public Library of Science (PLoS),JP,2019,Full OA,862,862,0
Public Library of Science (PLoS),RO,2019,Full OA,14,14,0
Public Library of Science (PLoS),NA,2019,Full OA,1,1,0
Public Library of Science (PLoS),CI,2019,Full OA,6,6,0
Public Library of Science (PLoS),TR,2019,Full OA,27,27,0
Public Library of Science (PLoS),ER,2019,Full OA,1,1,0
Public Library of Science (PLoS),RE,2019,Full OA,3,3,0
Public Library of Science (PLoS),ML,2019,Full OA,3,3,0
Public Library of Science (PLoS),TN,2019,Full OA,13,13,0
Public Library of Science (PLoS),DO,2019,Full OA,1,1,0
Public Library of Science (PLoS),AM,2019,Full OA,2,2,0
Public Library of Science (PLoS),GP,2019,Full OA,5,5,0
Public Library of Science (PLoS),HR,2019,Full OA,19,19,0
Public Library of Science (PLoS),BY,2019,Full OA,3,3,0
Public Library of Science (PLoS),BB,2019,Full OA,1,1,0
Public Library of Science (PLoS),CF,2019,Full OA,2,2,0
Public Library of Science (PLoS),ME,2019,Full OA,1,1,0
Public Library of Science (PLoS),MX,2019,Full OA,134,134,0
Public Library of Science (PLoS),CA,2019,Full OA,655,655,0
Public Library of Science (PLoS),RS,2019,Full OA,28,28,0
Public Library of Science (PLoS),MY,2019,Full OA,115,115,0
Public Library of Science (PLoS),CZ,2019,Full OA,88,88,0
Public Library of Science (PLoS),AR,2019,Full OA,84,84,0
Public Library of Science (PLoS),LK,2019,Full OA,15,15,0
Public Library of Science (PLoS),NP,2019,Full OA,20,20,0
Public Library of Science (PLoS),UG,2019,Full OA,42,42,0
Public Library of Science (PLoS),IR,2019,Full OA,106,106,0
Public Library of Science (PLoS),TT,2019,Full OA,2,2,0
Public Library of Science (PLoS),GR,2019,Full OA,34,34,0
Public Library of Science (PLoS),AF,2019,Full OA,2,2,0
Public Library of Science (PLoS),KH,2019,Full OA,6,6,0
Public Library of Science (PLoS),GA,2019,Full OA,3,3,0
Public Library of Science (PLoS),BR,2019,Full OA,651,651,0
Public Library of Science (PLoS),BH,2019,Full OA,2,2,0
Public Library of Science (PLoS),MG,2019,Full OA,1,1,0
Public Library of Science (PLoS),MV,2019,Full OA,1,1,0
Public Library of Science (PLoS),MT,2019,Full OA,1,1,0
Public Library of Science (PLoS),ZA,2019,Full OA,187,187,0
Public Library of Science (PLoS),BE,2019,Full OA,203,203,0
Public Library of Science (PLoS),CW,2019,Full OA,1,1,0
Public Library of Science (PLoS),BO,2019,Full OA,3,3,0
Public Library of Science (PLoS),AO,2019,Full OA,2,2,0
Public Library of Science (PLoS),DZ,2019,Full OA,2,2,0
Public Library of Science (PLoS),HK,2019,Full OA,42,42,0
Public Library of Science (PLoS),LV,2019,Full OA,1,1,0
Public Library of Science (PLoS),MQ,2019,Full OA,2,2,0
Public Library of Science (PLoS),LI,2019,Full OA,1,1,0
Public Library of Science (PLoS),YE,2019,Full OA,2,2,0
Public Library of Science (PLoS),CN,2019,Full OA,1537,1537,0
Public Library of Science (PLoS),US,2019,Full OA,4461,4461,0
Public Library of Science (PLoS),IN,2019,Full OA,250,250,0
Public Library of Science (PLoS),PT,2019,Full OA,88,88,0
Public Library of Science (PLoS),CH,2019,Full OA,311,311,0
Public Library of Science (PLoS),VN,2019,Full OA,25,25,0
Public Library of Science (PLoS),KE,2019,Full OA,69,69,0
Public Library of Science (PLoS),IS,2019,Full OA,7,7,0
Public Library of Science (PLoS),ZM,2019,Full OA,11,11,0
Public Library of Science (PLoS),MW,2019,Full OA,23,23,0
Public Library of Science (PLoS),HN,2019,Full OA,1,1,0
Public Library of Science (PLoS),OM,2019,Full OA,4,4,0
Public Library of Science (PLoS),LU,2019,Full OA,8,8,0
Public Library of Science (PLoS),QA,2019,Full OA,21,21,0
Public Library of Science (PLoS),GL,2019,Full OA,1,1,0
Public Library of Science (PLoS),CD,2019,Full OA,6,6,0
Public Library of Science (PLoS),PA,2019,Full OA,8,8,0
Public Library of Science (PLoS),NZ,2019,Full OA,89,89,0
Public Library of Science (PLoS),GE,2019,Full OA,3,3,0
Public Library of Science (PLoS),LA,2019,Full OA,6,6,0
Public Library of Science (PLoS),UA,2019,Full OA,4,4,0
Public Library of Science (PLoS),JM,2019,Full OA,2,2,0
Public Library of Science (PLoS),MM,2019,Full OA,6,6,0
Public Library of Science (PLoS),ZW,2019,Full OA,10,10,0
Public Library of Science (PLoS),GD,2019,Full OA,2,2,0
Public Library of Science (PLoS),LR,2019,Full OA,1,1,0
Public Library of Science (PLoS),SC,2019,Full OA,1,1,0
Public Library of Science (PLoS),BG,2019,Full OA,2,2,0
Public Library of Science (PLoS),TG,2019,Full OA,1,1,0
Public Library of Science (PLoS),VE,2019,Full OA,1,1,0
Public Library of Science (PLoS),PG,2019,Full OA,1,1,0
Public Library of Science (PLoS),BN,2019,Full OA,1,1,0
Public Library of Science (PLoS),FR,2019,Full OA,556,556,0
Public Library of Science (PLoS),ES,2019,Full OA,657,657,0
Public Library of Science (PLoS),IL,2019,Full OA,140,140,0
Public Library of Science (PLoS),RU,2019,Full OA,83,83,0
Public Library of Science (PLoS),EC,2019,Full OA,20,20,0
Public Library of Science (PLoS),DK,2019,Full OA,170,170,0
Public Library of Science (PLoS),CR,2019,Full OA,9,9,0
Public Library of Science (PLoS),PH,2019,Full OA,17,17,0
Public Library of Science (PLoS),SK,2019,Full OA,5,5,0
Public Library of Science (PLoS),MN,2019,Full OA,3,3,0
Public Library of Science (PLoS),RW,2019,Full OA,6,6,0
Public Library of Science (PLoS),CY,2019,Full OA,9,9,0
Public Library of Science (PLoS),LB,2019,Full OA,18,18,0
Public Library of Science (PLoS),VC,2019,Full OA,1,1,0
Public Library of Science (PLoS),SL,2019,Full OA,3,3,0
Public Library of Science (PLoS),HU,2019,Full OA,62,62,0
Public Library of Science (PLoS),PS,2019,Full OA,5,5,0
Public Library of Science (PLoS),BS,2019,Full OA,1,1,0
Public Library of Science (PLoS),BD,2019,Full OA,67,67,0
Public Library of Science (PLoS),KR,2019,Full OA,654,654,0
Public Library of Science (PLoS),NA,2019,Full OA,379,375,0
Public Library of Science (PLoS),SG,2019,Full OA,79,79,0
Public Library of Science (PLoS),CO,2019,Full OA,62,62,0
Public Library of Science (PLoS),BA,2019,Full OA,2,2,0
Public Library of Science (PLoS),PE,2019,Full OA,22,22,0
Public Library of Science (PLoS),MO,2019,Full OA,5,5,0
Public Library of Science (PLoS),GM,2019,Full OA,5,5,0
Public Library of Science (PLoS),NC,2019,Full OA,2,2,0
Public Library of Science (PLoS),CM,2019,Full OA,37,37,0
Public Library of Science (PLoS),MR,2019,Full OA,1,1,0
Public Library of Science (PLoS),IQ,2019,Full OA,3,3,0
Public Library of Science (PLoS),BI,2019,Full OA,1,1,0
Public Library of Science (PLoS),EG,2019,Full OA,64,64,0
Public Library of Science (PLoS),NE,2019,Full OA,1,1,0
Public Library of Science (PLoS),MK,2019,Full OA,1,1,0
Public Library of Science (PLoS),PR,2019,Full OA,9,9,0
Public Library of Science (PLoS),AZ,2019,Full OA,1,1,0
Public Library of Science (PLoS),DE,2019,Full OA,1096,1096,0
Public Library of Science (PLoS),FI,2019,Full OA,97,97,0
Public Library of Science (PLoS),NO,2019,Full OA,203,203,0
Public Library of Science (PLoS),TW,2019,Full OA,319,319,0
Public Library of Science (PLoS),AT,2019,Full OA,125,125,0
Public Library of Science (PLoS),EE,2019,Full OA,15,15,0
Public Library of Science (PLoS),LT,2019,Full OA,6,6,0
Public Library of Science (PLoS),SA,2019,Full OA,79,79,0
Public Library of Science (PLoS),MA,2019,Full OA,9,9,0
Public Library of Science (PLoS),ID,2019,Full OA,45,45,0
Public Library of Science (PLoS),SE,2019,Full OA,310,310,0
Public Library of Science (PLoS),TH,2019,Full OA,125,125,0
Public Library of Science (PLoS),SY,2019,Full OA,2,2,0
Public Library of Science (PLoS),LY,2019,Full OA,1,1,0
Public Library of Science (PLoS),SD,2019,Full OA,9,9,0
Public Library of Science (PLoS),GH,2019,Full OA,67,67,0
Public Library of Science (PLoS),PY,2019,Full OA,1,1,0
Public Library of Science (PLoS),SI,2019,Full OA,16,16,0
Public Library of Science (PLoS),ET,2019,Full OA,168,168,0
Public Library of Science (PLoS),IN,2018,Full OA,345,343,0
Public Library of Science (PLoS),JP,2018,Full OA,1051,1050,0
Public Library of Science (PLoS),CA,2018,Full OA,748,748,0
Public Library of Science (PLoS),SS,2018,Full OA,3,3,0
Public Library of Science (PLoS),CZ,2018,Full OA,105,105,0
Public Library of Science (PLoS),NP,2018,Full OA,16,16,0
Public Library of Science (PLoS),HR,2018,Full OA,22,21,0
Public Library of Science (PLoS),MY,2018,Full OA,118,118,0
Public Library of Science (PLoS),AE,2018,Full OA,15,15,0
Public Library of Science (PLoS),MT,2018,Full OA,1,1,0
Public Library of Science (PLoS),TJ,2018,Full OA,1,1,0
Public Library of Science (PLoS),LK,2018,Full OA,16,16,0
Public Library of Science (PLoS),SR,2018,Full OA,1,1,0
Public Library of Science (PLoS),CR,2018,Full OA,6,6,0
Public Library of Science (PLoS),LU,2018,Full OA,8,8,0
Public Library of Science (PLoS),SY,2018,Full OA,2,2,0
Public Library of Science (PLoS),BG,2018,Full OA,3,3,0
Public Library of Science (PLoS),RE,2018,Full OA,8,8,0
Public Library of Science (PLoS),EE,2018,Full OA,10,10,0
Public Library of Science (PLoS),HU,2018,Full OA,73,73,0
Public Library of Science (PLoS),BI,2018,Full OA,2,2,0
Public Library of Science (PLoS),GR,2018,Full OA,33,33,0
Public Library of Science (PLoS),KR,2018,Full OA,717,717,0
Public Library of Science (PLoS),GW,2018,Full OA,3,3,0
Public Library of Science (PLoS),NA,2018,Full OA,2,2,0
Public Library of Science (PLoS),NZ,2018,Full OA,79,79,0
Public Library of Science (PLoS),PF,2018,Full OA,1,1,0
Public Library of Science (PLoS),GL,2018,Full OA,2,2,0
Public Library of Science (PLoS),ME,2018,Full OA,1,1,0
Public Library of Science (PLoS),CV,2018,Full OA,1,1,0
Public Library of Science (PLoS),LY,2018,Full OA,1,1,0
Public Library of Science (PLoS),SC,2018,Full OA,1,1,0
Public Library of Science (PLoS),DM,2018,Full OA,1,1,0
Public Library of Science (PLoS),ER,2018,Full OA,1,1,0
Public Library of Science (PLoS),PG,2018,Full OA,1,1,0
Public Library of Science (PLoS),PS,2018,Full OA,3,3,0
Public Library of Science (PLoS),GB,2018,Full OA,1311,1306,0
Public Library of Science (PLoS),MG,2018,Full OA,9,9,0
Public Library of Science (PLoS),DE,2018,Full OA,1239,1239,0
Public Library of Science (PLoS),SZ,2018,Full OA,1,1,0
Public Library of Science (PLoS),BM,2018,Full OA,1,1,0
Public Library of Science (PLoS),DO,2018,Full OA,2,2,0
Public Library of Science (PLoS),GM,2018,Full OA,3,3,0
Public Library of Science (PLoS),NO,2018,Full OA,193,193,0
Public Library of Science (PLoS),CN,2018,Full OA,1960,1960,0
Public Library of Science (PLoS),FI,2018,Full OA,105,105,0
Public Library of Science (PLoS),NA,2018,Full OA,446,426,0
Public Library of Science (PLoS),IT,2018,Full OA,504,504,0
Public Library of Science (PLoS),SG,2018,Full OA,81,81,0
Public Library of Science (PLoS),SA,2018,Full OA,73,73,0
Public Library of Science (PLoS),GH,2018,Full OA,51,51,0
Public Library of Science (PLoS),RU,2018,Full OA,98,98,0
Public Library of Science (PLoS),BE,2018,Full OA,242,242,0
Public Library of Science (PLoS),BD,2018,Full OA,51,51,0
Public Library of Science (PLoS),CO,2018,Full OA,52,52,0
Public Library of Science (PLoS),SK,2018,Full OA,9,9,0
Public Library of Science (PLoS),GD,2018,Full OA,2,2,0
Public Library of Science (PLoS),KW,2018,Full OA,15,15,0
Public Library of Science (PLoS),RS,2018,Full OA,26,26,0
Public Library of Science (PLoS),TG,2018,Full OA,4,4,0
Public Library of Science (PLoS),RW,2018,Full OA,13,13,0
Public Library of Science (PLoS),MW,2018,Full OA,16,16,0
Public Library of Science (PLoS),GA,2018,Full OA,8,8,0
Public Library of Science (PLoS),DZ,2018,Full OA,8,8,0
Public Library of Science (PLoS),MM,2018,Full OA,6,6,0
Public Library of Science (PLoS),CH,2018,Full OA,373,373,0
Public Library of Science (PLoS),SN,2018,Full OA,5,5,0
Public Library of Science (PLoS),ID,2018,Full OA,36,36,0
Public Library of Science (PLoS),US,2018,Full OA,4960,4944,0
Public Library of Science (PLoS),NC,2018,Full OA,2,2,0
Public Library of Science (PLoS),MO,2018,Full OA,2,2,0
Public Library of Science (PLoS),ML,2018,Full OA,3,3,0
Public Library of Science (PLoS),CM,2018,Full OA,25,25,0
Public Library of Science (PLoS),CL,2018,Full OA,77,77,0
Public Library of Science (PLoS),RO,2018,Full OA,22,22,0
Public Library of Science (PLoS),BO,2018,Full OA,1,1,0
Public Library of Science (PLoS),TT,2018,Full OA,1,1,0
Public Library of Science (PLoS),SE,2018,Full OA,370,370,0
Public Library of Science (PLoS),LA,2018,Full OA,5,5,0
Public Library of Science (PLoS),ZW,2018,Full OA,10,10,0
Public Library of Science (PLoS),CI,2018,Full OA,7,7,0
Public Library of Science (PLoS),CY,2018,Full OA,12,12,0
Public Library of Science (PLoS),BW,2018,Full OA,8,8,0
Public Library of Science (PLoS),UG,2018,Full OA,37,36,0
Public Library of Science (PLoS),MN,2018,Full OA,3,3,0
Public Library of Science (PLoS),CD,2018,Full OA,8,8,0
Public Library of Science (PLoS),GU,2018,Full OA,2,2,0
Public Library of Science (PLoS),MC,2018,Full OA,2,2,0
Public Library of Science (PLoS),BH,2018,Full OA,2,2,0
Public Library of Science (PLoS),PA,2018,Full OA,7,7,0
Public Library of Science (PLoS),LB,2018,Full OA,17,17,0
Public Library of Science (PLoS),GE,2018,Full OA,3,3,0
Public Library of Science (PLoS),YE,2018,Full OA,3,3,0
Public Library of Science (PLoS),BT,2018,Full OA,3,3,0
Public Library of Science (PLoS),GP,2018,Full OA,3,3,0
Public Library of Science (PLoS),MQ,2018,Full OA,2,2,0
Public Library of Science (PLoS),FJ,2018,Full OA,3,3,0
Public Library of Science (PLoS),CF,2018,Full OA,2,2,0
Public Library of Science (PLoS),EC,2018,Full OA,22,22,0
Public Library of Science (PLoS),MZ,2018,Full OA,18,18,0
Public Library of Science (PLoS),BA,2018,Full OA,4,4,0
Public Library of Science (PLoS),BF,2018,Full OA,9,9,0
Public Library of Science (PLoS),AU,2018,Full OA,717,715,0
Public Library of Science (PLoS),AT,2018,Full OA,154,154,0
Public Library of Science (PLoS),DK,2018,Full OA,216,215,0
Public Library of Science (PLoS),QA,2018,Full OA,14,14,0
Public Library of Science (PLoS),AR,2018,Full OA,107,107,0
Public Library of Science (PLoS),SI,2018,Full OA,29,29,0
Public Library of Science (PLoS),TH,2018,Full OA,135,135,0
Public Library of Science (PLoS),NG,2018,Full OA,61,61,0
Public Library of Science (PLoS),PR,2018,Full OA,12,12,0
